model,K,spk,local_t,gi,method,block_seconds,fade_seconds,num_blocks,selection_rule,ASR,R3_escape,R5_escape,NAC,PESQ,STOI,SI_SDR
timbrewm,5,chinese:SSB0261,0,23,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4444,0.9957,28.93
timbrewm,5,chinese:SSB0261,0,23,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.4802,0.9981,31.23
timbrewm,5,chinese:SSB0261,0,23,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3016,0.9945,26.74
timbrewm,5,chinese:SSB0261,0,23,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.4455,0.9963,31.36
timbrewm,5,chinese:SSB0261,0,23,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.3705,0.9950,28.26
timbrewm,5,chinese:SSB0261,0,23,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3490,0.9940,26.95
timbrewm,5,chinese:SSB0261,0,23,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3516,0.9943,26.97
timbrewm,5,chinese:SSB0261,0,23,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4578,0.9980,31.03
timbrewm,5,chinese:SSB0267,0,24,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4629,0.9913,30.28
timbrewm,5,chinese:SSB0267,0,24,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.4046,0.9947,31.77
timbrewm,5,chinese:SSB0267,0,24,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.8000,4.0765,0.9837,26.89
timbrewm,5,chinese:SSB0267,0,24,eep,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.1535,0.9850,27.40
timbrewm,5,chinese:SSB0267,0,24,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3419,0.9903,29.73
timbrewm,5,chinese:SSB0267,0,24,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.2411,0.9901,28.19
timbrewm,5,chinese:SSB0267,0,24,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.2124,0.9902,28.19
timbrewm,5,chinese:SSB0267,0,24,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.3184,0.9910,29.43
timbrewm,5,chinese:SSB0273,0,25,mean,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.5885,0.9990,39.21
timbrewm,5,chinese:SSB0273,0,25,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5750,0.9978,36.03
timbrewm,5,chinese:SSB0273,0,25,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.4622,0.9979,35.25
timbrewm,5,chinese:SSB0273,0,25,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.6102,0.9993,41.64
timbrewm,5,chinese:SSB0273,0,25,median,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.5562,0.9990,39.43
timbrewm,5,chinese:SSB0273,0,25,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.4523,0.9982,34.60
timbrewm,5,chinese:SSB0273,0,25,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.4556,0.9980,34.61
timbrewm,5,chinese:SSB0273,0,25,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5679,0.9978,35.78
timbrewm,5,chinese:SSB0287,0,26,mean,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.5143,0.9970,34.37
timbrewm,5,chinese:SSB0287,0,26,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.4782,0.9979,35.55
timbrewm,5,chinese:SSB0287,0,26,rp,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.3510,0.9958,32.36
timbrewm,5,chinese:SSB0287,0,26,eep,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.3510,0.9958,32.36
timbrewm,5,chinese:SSB0287,0,26,median,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.4552,0.9969,34.06
timbrewm,5,chinese:SSB0287,0,26,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.3729,0.9957,32.10
timbrewm,5,chinese:SSB0287,0,26,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.3634,0.9956,32.12
timbrewm,5,chinese:SSB0287,0,26,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.4693,0.9976,35.12
timbrewm,5,chinese:SSB0288,0,27,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.5320,0.9971,31.51
timbrewm,5,chinese:SSB0288,0,27,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5528,0.9976,33.03
timbrewm,5,chinese:SSB0288,0,27,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5669,0.9975,33.28
timbrewm,5,chinese:SSB0288,0,27,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3581,0.9933,28.25
timbrewm,5,chinese:SSB0288,0,27,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.4295,0.9961,30.85
timbrewm,5,chinese:SSB0288,0,27,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.3690,0.9943,28.61
timbrewm,5,chinese:SSB0288,0,27,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.3648,0.9944,28.63
timbrewm,5,chinese:SSB0288,0,27,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4975,0.9967,30.81
timbrewm,5,chinese:SSB0299,0,28,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4466,0.9973,28.01
timbrewm,5,chinese:SSB0299,0,28,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4405,0.9981,29.92
timbrewm,5,chinese:SSB0299,0,28,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4799,0.9983,30.35
timbrewm,5,chinese:SSB0299,0,28,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4799,0.9983,30.35
timbrewm,5,chinese:SSB0299,0,28,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3224,0.9968,27.26
timbrewm,5,chinese:SSB0299,0,28,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.2688,0.9966,25.95
timbrewm,5,chinese:SSB0299,0,28,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.2243,0.9966,25.89
timbrewm,5,chinese:SSB0299,0,28,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.3870,0.9976,28.58
timbrewm,5,chinese:SSB0307,0,29,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3367,0.9949,26.73
timbrewm,5,chinese:SSB0307,0,29,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3060,0.9928,24.42
timbrewm,5,chinese:SSB0307,0,29,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3871,0.9900,23.55
timbrewm,5,chinese:SSB0307,0,29,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3060,0.9928,24.42
timbrewm,5,chinese:SSB0307,0,29,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.2870,0.9934,26.13
timbrewm,5,chinese:SSB0307,0,29,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.2411,0.9894,23.40
timbrewm,5,chinese:SSB0307,0,29,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.1492,0.9897,23.44
timbrewm,5,chinese:SSB0307,0,29,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.3774,0.9919,24.17
timbrewm,5,chinese:SSB0309,0,30,mean,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.4946,0.9970,30.68
timbrewm,5,chinese:SSB0309,0,30,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5650,0.9984,33.34
timbrewm,5,chinese:SSB0309,0,30,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.4099,0.9954,28.61
timbrewm,5,chinese:SSB0309,0,30,eep,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.3759,0.9947,28.27
timbrewm,5,chinese:SSB0309,0,30,median,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.3157,0.9958,29.60
timbrewm,5,chinese:SSB0309,0,30,minimum,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.2496,0.9961,28.97
timbrewm,5,chinese:SSB0309,0,30,maximum,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.2485,0.9960,28.98
timbrewm,5,chinese:SSB0309,0,30,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5159,0.9979,32.21
timbrewm,5,chinese:SSB0315,0,31,mean,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.6098,0.9984,35.08
timbrewm,5,chinese:SSB0315,0,31,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5416,0.9976,32.93
timbrewm,5,chinese:SSB0315,0,31,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5870,0.9982,34.82
timbrewm,5,chinese:SSB0315,0,31,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5742,0.9981,34.30
timbrewm,5,chinese:SSB0315,0,31,median,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.5929,0.9983,35.04
timbrewm,5,chinese:SSB0315,0,31,minimum,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.5136,0.9974,31.19
timbrewm,5,chinese:SSB0315,0,31,maximum,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.5057,0.9975,31.19
timbrewm,5,chinese:SSB0315,0,31,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.5515,0.9980,33.91
timbrewm,5,chinese:SSB0316,0,32,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5422,0.9956,29.96
timbrewm,5,chinese:SSB0316,0,32,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.5423,0.9976,31.70
timbrewm,5,chinese:SSB0316,0,32,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.3214,0.9917,26.45
timbrewm,5,chinese:SSB0316,0,32,eep,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.6307,0.9983,34.45
timbrewm,5,chinese:SSB0316,0,32,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4680,0.9948,29.17
timbrewm,5,chinese:SSB0316,0,32,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4174,0.9952,28.13
timbrewm,5,chinese:SSB0316,0,32,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4286,0.9954,28.14
timbrewm,5,chinese:SSB0316,0,32,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.5423,0.9976,31.70
timbrewm,5,chinese:SSB0323,0,33,mean,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.4764,0.9972,29.87
timbrewm,5,chinese:SSB0323,0,33,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5485,0.9982,31.62
timbrewm,5,chinese:SSB0323,0,33,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.2541,0.9943,27.01
timbrewm,5,chinese:SSB0323,0,33,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5867,0.9983,32.74
timbrewm,5,chinese:SSB0323,0,33,median,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.3026,0.9964,28.88
timbrewm,5,chinese:SSB0323,0,33,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.0980,0.9960,28.13
timbrewm,5,chinese:SSB0323,0,33,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.1082,0.9964,28.16
timbrewm,5,chinese:SSB0323,0,33,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3700,0.9973,29.85
timbrewm,5,chinese:SSB0338,0,34,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.4547,0.9962,26.83
timbrewm,5,chinese:SSB0338,0,34,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.2268,0.9939,24.68
timbrewm,5,chinese:SSB0338,0,34,rp,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.2942,0.9936,24.41
timbrewm,5,chinese:SSB0338,0,34,eep,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.4273,0.9971,29.08
timbrewm,5,chinese:SSB0338,0,34,median,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.3468,0.9957,26.27
timbrewm,5,chinese:SSB0338,0,34,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.2511,0.9944,24.32
timbrewm,5,chinese:SSB0338,0,34,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.0550,0.9944,24.29
timbrewm,5,chinese:SSB0338,0,34,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.3181,0.9956,26.18
timbrewm,5,chinese:SSB0339,0,35,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5364,0.9958,27.63
timbrewm,5,chinese:SSB0339,0,35,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3274,0.9931,24.78
timbrewm,5,chinese:SSB0339,0,35,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.3701,0.9923,24.70
timbrewm,5,chinese:SSB0339,0,35,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3087,0.9923,24.31
timbrewm,5,chinese:SSB0339,0,35,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.3412,0.9956,27.32
timbrewm,5,chinese:SSB0339,0,35,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.1899,0.9939,23.99
timbrewm,5,chinese:SSB0339,0,35,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.1821,0.9940,24.02
timbrewm,5,chinese:SSB0339,0,35,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.3377,0.9928,24.78
timbrewm,5,chinese:SSB0341,0,36,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.6003,0.9970,35.22
timbrewm,5,chinese:SSB0341,0,36,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5848,0.9956,33.23
timbrewm,5,chinese:SSB0341,0,36,rp,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.5573,0.9983,36.97
timbrewm,5,chinese:SSB0341,0,36,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.8000,4.6062,0.9988,37.79
timbrewm,5,chinese:SSB0341,0,36,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5452,0.9965,34.69
timbrewm,5,chinese:SSB0341,0,36,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4216,0.9963,32.38
timbrewm,5,chinese:SSB0341,0,36,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4429,0.9961,32.42
timbrewm,5,chinese:SSB0341,0,36,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5845,0.9956,33.16
timbrewm,5,chinese:SSB0342,0,37,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.5770,0.9975,33.40
timbrewm,5,chinese:SSB0342,0,37,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.4671,0.9956,30.46
timbrewm,5,chinese:SSB0342,0,37,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.6220,0.9986,36.04
timbrewm,5,chinese:SSB0342,0,37,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.8000,4.5259,0.9959,31.38
timbrewm,5,chinese:SSB0342,0,37,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.5090,0.9972,32.98
timbrewm,5,chinese:SSB0342,0,37,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4041,0.9963,30.02
timbrewm,5,chinese:SSB0342,0,37,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3785,0.9964,30.06
timbrewm,5,chinese:SSB0342,0,37,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5022,0.9962,31.34
timbrewm,5,chinese:SSB0354,0,38,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.5758,0.9946,34.16
timbrewm,5,chinese:SSB0354,0,38,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5156,0.9915,31.51
timbrewm,5,chinese:SSB0354,0,38,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.8000,4.5308,0.9911,31.75
timbrewm,5,chinese:SSB0354,0,38,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.6055,0.9970,35.85
timbrewm,5,chinese:SSB0354,0,38,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.8000,4.5391,0.9937,33.77
timbrewm,5,chinese:SSB0354,0,38,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4317,0.9920,31.42
timbrewm,5,chinese:SSB0354,0,38,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.4447,0.9924,31.42
timbrewm,5,chinese:SSB0354,0,38,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5135,0.9916,31.55
timbrewm,5,chinese:SSB0366,0,39,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.5160,0.9967,30.24
timbrewm,5,chinese:SSB0366,0,39,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3387,0.9926,27.23
timbrewm,5,chinese:SSB0366,0,39,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5204,0.9955,29.80
timbrewm,5,chinese:SSB0366,0,39,eep,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.3708,0.9953,28.74
timbrewm,5,chinese:SSB0366,0,39,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.4346,0.9962,29.88
timbrewm,5,chinese:SSB0366,0,39,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.3034,0.9922,26.58
timbrewm,5,chinese:SSB0366,0,39,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.2934,0.9926,26.61
timbrewm,5,chinese:SSB0366,0,39,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3387,0.9926,27.23
timbrewm,5,chinese:SSB0375,0,40,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.5888,0.9987,31.33
timbrewm,5,chinese:SSB0375,0,40,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.6000,4.4771,0.9975,28.72
timbrewm,5,chinese:SSB0375,0,40,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5811,0.9992,33.56
timbrewm,5,chinese:SSB0375,0,40,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.6000,4.4771,0.9975,28.72
timbrewm,5,chinese:SSB0375,0,40,median,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.3977,0.9985,30.67
timbrewm,5,chinese:SSB0375,0,40,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.2767,0.9983,28.46
timbrewm,5,chinese:SSB0375,0,40,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.2662,0.9982,28.45
timbrewm,5,chinese:SSB0375,0,40,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5178,0.9979,29.26
timbrewm,5,chinese:SSB0379,0,41,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4427,0.9954,27.47
timbrewm,5,chinese:SSB0379,0,41,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5119,0.9974,29.74
timbrewm,5,chinese:SSB0379,0,41,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5211,0.9977,30.23
timbrewm,5,chinese:SSB0379,0,41,eep,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.3073,0.9922,25.02
timbrewm,5,chinese:SSB0379,0,41,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3598,0.9946,26.70
timbrewm,5,chinese:SSB0379,0,41,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.3146,0.9948,25.48
timbrewm,5,chinese:SSB0379,0,41,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.2889,0.9944,25.48
timbrewm,5,chinese:SSB0379,0,41,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5292,0.9975,29.61
timbrewm,5,chinese:SSB0380,0,42,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.3831,0.9938,27.01
timbrewm,5,chinese:SSB0380,0,42,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3936,0.9970,28.53
timbrewm,5,chinese:SSB0380,0,42,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.1936,0.9888,24.66
timbrewm,5,chinese:SSB0380,0,42,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.2694,0.9885,25.21
timbrewm,5,chinese:SSB0380,0,42,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.2428,0.9925,26.29
timbrewm,5,chinese:SSB0380,0,42,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.1448,0.9916,24.60
timbrewm,5,chinese:SSB0380,0,42,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.1313,0.9918,24.57
timbrewm,5,chinese:SSB0380,0,42,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.8000,4.2656,0.9932,26.47
timbrewm,5,chinese:SSB0382,0,43,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.5560,0.9977,30.40
timbrewm,5,chinese:SSB0382,0,43,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4667,0.9959,27.73
timbrewm,5,chinese:SSB0382,0,43,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5864,0.9978,30.76
timbrewm,5,chinese:SSB0382,0,43,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4846,0.9950,27.11
timbrewm,5,chinese:SSB0382,0,43,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.5120,0.9974,30.01
timbrewm,5,chinese:SSB0382,0,43,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.3815,0.9955,26.69
timbrewm,5,chinese:SSB0382,0,43,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.9000,4.3881,0.9954,26.70
timbrewm,5,chinese:SSB0382,0,43,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.4612,0.9957,27.71
timbrewm,5,chinese:SSB0385,0,44,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5701,0.9970,30.39
timbrewm,5,chinese:SSB0385,0,44,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5856,0.9972,31.37
timbrewm,5,chinese:SSB0385,0,44,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,0,0.9000,4.4826,0.9946,27.71
timbrewm,5,chinese:SSB0385,0,44,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5856,0.9972,31.37
timbrewm,5,chinese:SSB0385,0,44,median,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4564,0.9961,29.75
timbrewm,5,chinese:SSB0385,0,44,minimum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3727,0.9942,27.73
timbrewm,5,chinese:SSB0385,0,44,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.3746,0.9942,27.77
timbrewm,5,chinese:SSB0385,0,44,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5751,0.9971,31.28
timbrewm,5,chinese:SSB0393,0,45,mean,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.5480,0.9960,29.61
timbrewm,5,chinese:SSB0393,0,45,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.6002,0.9975,31.37
timbrewm,5,chinese:SSB0393,0,45,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5842,0.9983,33.09
timbrewm,5,chinese:SSB0393,0,45,eep,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.6056,0.9981,31.86
timbrewm,5,chinese:SSB0393,0,45,median,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.4519,0.9952,28.92
timbrewm,5,chinese:SSB0393,0,45,minimum,0.5,0.02,8,blockwise_max_pair_mse,0,0,0,1.0000,4.3940,0.9947,27.45
timbrewm,5,chinese:SSB0393,0,45,maximum,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.3933,0.9947,27.43
timbrewm,5,chinese:SSB0393,0,45,block_fwp50_smooth,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.7000,4.5592,0.9973,30.51
timbrewm,5,chinese:SSB0394,0,46,mean,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.5487,0.9940,33.21
timbrewm,5,chinese:SSB0394,0,46,fwp,0.5,0.02,8,blockwise_max_pair_mse,1,0,0,0.9000,4.5923,0.9962,35.74
timbrewm,5,chinese:SSB0394,0,46,rp,0.5,0.02,8,blockwise_max_pair_mse,1,1,1,0.8000,4.4944,0.9907,31.31
